atlas_coord,fiber,dex1,dex2,grammar_status,leg,direction,receiver,carriage,repeat,primary_family,assigned_family,boundary_reason
toe:outside/S.OUT.S|S.OUT.S,toe:outside,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/S.OUT.S|S.OUT.O,toe:outside,S.OUT.S,S.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:outside/S.OUT.S|O.IN.S,toe:outside,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/S.OUT.S|O.IN.O,toe:outside,S.OUT.S,O.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/S.OUT.S|O.OUT.S,toe:outside,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/S.OUT.S|O.OUT.O,toe:outside,S.OUT.S,O.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/S.OUT.O|S.IN.S,toe:outside,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:outside/S.OUT.O|S.IN.O,toe:outside,S.OUT.O,S.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:outside/S.OUT.O|S.OUT.S,toe:outside,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/S.OUT.O|S.OUT.O,toe:outside,S.OUT.O,S.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:outside/S.OUT.O|O.IN.S,toe:outside,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/S.OUT.O|O.IN.O,toe:outside,S.OUT.O,O.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/S.OUT.O|O.OUT.S,toe:outside,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/S.OUT.O|O.OUT.O,toe:outside,S.OUT.O,O.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/O.IN.S|S.IN.S,toe:outside,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/O.IN.S|S.IN.O,toe:outside,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/O.IN.S|S.OUT.S,toe:outside,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/O.IN.S|S.OUT.O,toe:outside,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/O.IN.S|O.IN.S,toe:outside,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/O.IN.S|O.IN.O,toe:outside,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:outside/O.IN.S|O.OUT.S,toe:outside,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:outside/O.IN.S|O.OUT.O,toe:outside,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:outside/O.IN.O|S.IN.S,toe:outside,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/O.IN.O|S.IN.O,toe:outside,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/O.IN.O|S.OUT.S,toe:outside,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/O.IN.O|S.OUT.O,toe:outside,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/O.IN.O|O.IN.S,toe:outside,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/O.IN.O|O.IN.O,toe:outside,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:outside/O.IN.O|O.OUT.S,toe:outside,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:outside/O.IN.O|O.OUT.O,toe:outside,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:outside/O.OUT.S|S.IN.S,toe:outside,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/O.OUT.S|S.IN.O,toe:outside,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/O.OUT.S|S.OUT.S,toe:outside,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/O.OUT.S|S.OUT.O,toe:outside,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/O.OUT.S|O.IN.S,toe:outside,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:outside/O.OUT.S|O.IN.O,toe:outside,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:outside/O.OUT.S|O.OUT.S,toe:outside,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/O.OUT.S|O.OUT.O,toe:outside,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:outside/O.OUT.O|S.IN.S,toe:outside,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:outside/O.OUT.O|S.IN.O,toe:outside,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:outside/O.OUT.O|S.OUT.S,toe:outside,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:outside/O.OUT.O|S.OUT.O,toe:outside,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:outside/O.OUT.O|O.IN.S,toe:outside,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:outside/O.OUT.O|O.IN.O,toe:outside,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:outside/O.OUT.O|O.OUT.S,toe:outside,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:outside/O.OUT.O|O.OUT.O,toe:outside,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/S.IN.S|S.IN.S,toe:knee,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/S.IN.S|S.IN.O,toe:knee,S.IN.S,S.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/S.IN.S|S.OUT.S,toe:knee,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/S.IN.S|S.OUT.O,toe:knee,S.IN.S,S.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/S.IN.S|O.IN.S,toe:knee,S.IN.S,O.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/S.IN.S|O.IN.O,toe:knee,S.IN.S,O.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/S.IN.S|O.OUT.S,toe:knee,S.IN.S,O.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/S.IN.S|O.OUT.O,toe:knee,S.IN.S,O.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/S.IN.O|S.IN.S,toe:knee,S.IN.O,S.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/S.IN.O|S.IN.O,toe:knee,S.IN.O,S.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/S.IN.O|S.OUT.S,toe:knee,S.IN.O,S.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/S.IN.O|S.OUT.O,toe:knee,S.IN.O,S.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/S.IN.O|O.IN.S,toe:knee,S.IN.O,O.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/S.IN.O|O.IN.O,toe:knee,S.IN.O,O.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/S.IN.O|O.OUT.S,toe:knee,S.IN.O,O.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/S.IN.O|O.OUT.O,toe:knee,S.IN.O,O.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/S.OUT.S|S.IN.S,toe:knee,S.OUT.S,S.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/S.OUT.S|S.IN.O,toe:knee,S.OUT.S,S.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/S.OUT.S|S.OUT.S,toe:knee,S.OUT.S,S.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/S.OUT.S|S.OUT.O,toe:knee,S.OUT.S,S.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/S.OUT.S|O.IN.S,toe:knee,S.OUT.S,O.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/S.OUT.S|O.IN.O,toe:knee,S.OUT.S,O.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/S.OUT.S|O.OUT.S,toe:knee,S.OUT.S,O.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/S.OUT.S|O.OUT.O,toe:knee,S.OUT.S,O.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/S.OUT.O|S.IN.S,toe:knee,S.OUT.O,S.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/S.OUT.O|S.IN.O,toe:knee,S.OUT.O,S.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/S.OUT.O|S.OUT.S,toe:knee,S.OUT.O,S.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/S.OUT.O|S.OUT.O,toe:knee,S.OUT.O,S.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/S.OUT.O|O.IN.S,toe:knee,S.OUT.O,O.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/S.OUT.O|O.IN.O,toe:knee,S.OUT.O,O.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/S.OUT.O|O.OUT.S,toe:knee,S.OUT.O,O.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/S.OUT.O|O.OUT.O,toe:knee,S.OUT.O,O.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/O.IN.S|S.IN.S,toe:knee,O.IN.S,S.IN.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/O.IN.S|S.IN.O,toe:knee,O.IN.S,S.IN.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/O.IN.S|S.OUT.S,toe:knee,O.IN.S,S.OUT.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/O.IN.S|S.OUT.O,toe:knee,O.IN.S,S.OUT.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/O.IN.S|O.IN.S,toe:knee,O.IN.S,O.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/O.IN.S|O.IN.O,toe:knee,O.IN.S,O.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/O.IN.S|O.OUT.S,toe:knee,O.IN.S,O.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/O.IN.S|O.OUT.O,toe:knee,O.IN.S,O.OUT.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/O.IN.O|S.IN.S,toe:knee,O.IN.O,S.IN.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/O.IN.O|S.IN.O,toe:knee,O.IN.O,S.IN.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/O.IN.O|S.OUT.S,toe:knee,O.IN.O,S.OUT.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/O.IN.O|S.OUT.O,toe:knee,O.IN.O,S.OUT.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/O.IN.O|O.IN.S,toe:knee,O.IN.O,O.IN.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/O.IN.O|O.IN.O,toe:knee,O.IN.O,O.IN.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/O.IN.O|O.OUT.S,toe:knee,O.IN.O,O.OUT.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/O.IN.O|O.OUT.O,toe:knee,O.IN.O,O.OUT.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/O.OUT.S|S.IN.S,toe:knee,O.OUT.S,S.IN.S,valid,alternating-leg,reversed,preserved,steady,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/O.OUT.S|S.IN.O,toe:knee,O.OUT.S,S.IN.O,valid,alternating-leg,reversed,changed,mid-cross,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/O.OUT.S|S.OUT.S,toe:knee,O.OUT.S,S.OUT.S,valid,alternating-leg,parallel,preserved,steady,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/O.OUT.S|S.OUT.O,toe:knee,O.OUT.S,S.OUT.O,valid,alternating-leg,parallel,changed,mid-cross,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/O.OUT.S|O.IN.S,toe:knee,O.OUT.S,O.IN.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/O.OUT.S|O.IN.O,toe:knee,O.OUT.S,O.IN.O,valid,same-leg,reversed,changed,mid-cross,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/O.OUT.S|O.OUT.S,toe:knee,O.OUT.S,O.OUT.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/O.OUT.S|O.OUT.O,toe:knee,O.OUT.S,O.OUT.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:knee/O.OUT.O|S.IN.S,toe:knee,O.OUT.O,S.IN.S,valid,alternating-leg,reversed,preserved,mid-cross,distinct,alternating-leg / reversed / preserved,alternating-leg / reversed / preserved,
toe:knee/O.OUT.O|S.IN.O,toe:knee,O.OUT.O,S.IN.O,valid,alternating-leg,reversed,changed,steady,distinct,alternating-leg / reversed / changed,alternating-leg / reversed / changed,
toe:knee/O.OUT.O|S.OUT.S,toe:knee,O.OUT.O,S.OUT.S,valid,alternating-leg,parallel,preserved,mid-cross,distinct,alternating-leg / parallel / preserved,alternating-leg / parallel / preserved,
toe:knee/O.OUT.O|S.OUT.O,toe:knee,O.OUT.O,S.OUT.O,valid,alternating-leg,parallel,changed,steady,distinct,alternating-leg / parallel / changed,alternating-leg / parallel / changed,
toe:knee/O.OUT.O|O.IN.S,toe:knee,O.OUT.O,O.IN.S,valid,same-leg,reversed,preserved,mid-cross,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
toe:knee/O.OUT.O|O.IN.O,toe:knee,O.OUT.O,O.IN.O,valid,same-leg,reversed,changed,steady,distinct,same-leg / reversed / changed,same-leg / reversed / changed,
toe:knee/O.OUT.O|O.OUT.S,toe:knee,O.OUT.O,O.OUT.S,valid,same-leg,parallel,preserved,mid-cross,distinct,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:knee/O.OUT.O|O.OUT.O,toe:knee,O.OUT.O,O.OUT.O,valid,same-leg,parallel,changed,steady,repeated,same-leg / parallel / changed,same-leg / parallel / changed,
toe:shoulder/S.IN.S|S.IN.S,toe:shoulder,S.IN.S,S.IN.S,valid,same-leg,parallel,preserved,steady,repeated,same-leg / parallel / preserved,same-leg / parallel / preserved,
toe:shoulder/S.IN.S|S.IN.O,toe:shoulder,S.IN.S,S.IN.O,valid,same-leg,parallel,changed,mid-cross,distinct,same-leg / parallel / changed,same-leg / parallel / changed,
toe:shoulder/S.IN.S|S.OUT.S,toe:shoulder,S.IN.S,S.OUT.S,valid,same-leg,reversed,preserved,steady,distinct,same-leg / reversed / preserved,same-leg / reversed / preserved,
