slug,canonical_name,current_add,operational_notation,entry_surface,entry_specificity,terminal_surface,terminal_kind,terminal_relation,variable_at,dex_count,family,base_trick,category,modifier_links,operator_classes,foot_tracking_straightforward,ambiguity_note
pigbeater_same_side,pigbeater same side,4,TOE > SAME IN [DEX] >> SAME OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,pigbeater,compound,,,yes,
pixie,pixie,2,TOE > SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,1,pixie,pixie,set,,,yes,
pixie_barfly,pixie barfly,5,TOE > SAME IN [DEX] >> SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD],TOE,TOE,CLIP,DELAY,SWITCH,,3,barfly,barfly,compound,pixie,set,yes,
pixie_barrage,pixie barrage,4,TOE > SAME IN [DEX] > OP IN [DEX] > SAME IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,barrage,barrage,compound,pixie,set,yes,
pixie_blender,pixie blender,5,TOE > SAME IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,blender,blender,compound,pixie,set,yes,
pixie_butterfly_swirl,pixie butterfly swirl,5,TOE > SAME IN [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly_swirl,butterfly_swirl,compound,pixie,set,yes,
pixie_clipper,pixie clipper,3,TOE > SAME IN [DEX] > SAME/OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,terminal,1,clipper,clipper,compound,pixie,set,no,
pixie_dada_curve,pixie dada curve,5,TOE > SAME IN [DEX] >> OP IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,dada_curve,dada_curve,compound,pixie,set,yes,
pixie_diving_mirage,pixie diving mirage,4,TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,diving_mirage,compound,pixie|diving,body|set,yes,
pixie_diving_osis,pixie diving osis,5,TOE > SAME IN [DEX] >> DIVE [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,diving_osis,compound,pixie|diving,body|set,yes,
pixie_diving_pickup,pixie diving pickup,4,TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,pickup,diving_pickup,compound,pixie|diving,body|set,yes,
pixie_diving_symposium_mirage,pixie diving symposium mirage,5,TOE > SAME IN [DEX] >> DIVE [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,diving_symposium_mirage,compound,pixie|diving|symposium,body|set,yes,
pixie_diving_whirl,pixie diving whirl,5,TOE > SAME IN [DEX] >> DIVE [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,diving_whirl,compound,pixie|diving,body|set,yes,
pixie_dolomite,pixie dolomite,6,TOE > SAME IN [DEX] >> (no plant while) OP OUT [DEX] [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,paradon,dolomite,compound,pixie,set,yes,
pixie_double_over_down,pixie double over down,5,TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,double_over_down,double_over_down,compound,pixie,set,yes,
pixie_double_pickup,pixie double pickup,4,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,pickup,double_pickup,compound,pixie,set,yes,
pixie_double_pickup_same_side,pixie double pickup same side,4,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,pickup,pixie_double_pickup,compound,,,yes,
pixie_double_switch_over,pixie double switch over,4,TOE > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,double_switch_over,double_switch_over,compound,pixie,set,yes,
pixie_ducking_butterfly,pixie ducking butterfly,5,TOE > SAME IN [DEX] >> DUCK [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,ducking_butterfly,compound,pixie,set,no,
pixie_ducking_butterfly_swirl,pixie ducking butterfly swirl,6,TOE > SAME IN [DEX] >> DUCK [BOD] >> SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,butterfly_swirl,ducking_butterfly_swirl,compound,pixie|ducking,body|set,yes,
pixie_ducking_clipper,pixie ducking clipper,4,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,1,clipper_stall,ducking_clipper,compound,,,yes,
pixie_ducking_eggbeater,pixie ducking eggbeater,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,eggbeater,compound,pixie|ducking,body|set,yes,
pixie_ducking_illusion,pixie ducking illusion,4,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,illusion,ducking_illusion,compound,pixie|ducking,body|set,yes,
pixie_ducking_osis,pixie ducking osis,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,ducking_osis,compound,pixie|ducking,body|set,yes,
pixie_ducking_pickup,pixie ducking pickup,4,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,pickup,ducking_pickup,compound,pixie|ducking,body|set,yes,
pixie_ducking_symposium_mirage,pixie ducking symposium mirage,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,ducking_symposium_mirage,compound,pixie|ducking|symposium,body|set,yes,
pixie_ducking_whirl,pixie ducking whirl,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,ducking_whirl,compound,pixie|ducking,body|set,yes,
pixie_dyno,pixie dyno,5,TOE > SAME IN [DEX] > OP OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,dyno,dyno,compound,pixie,set,yes,
pixie_eclipse,pixie eclipse,4,TOE > SAME IN [DEX] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,1,eclipse,eclipse,compound,pixie,set,yes,
pixie_eggbeater,pixie eggbeater,4,TOE > SAME IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,eggbeater,compound,pixie,set,yes,
pixie_flail,pixie flail,4,TOE > SAME IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,flail,flail,compound,pixie,set,yes,
pixie_guay,pixie guay,3,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME INSIDE [DEL],TOE,TOE,INSIDE,DELAY,SWITCH,,2,inside_stall,guay,compound,pixie,set,yes,
pixie_gyro_double_leg_over,pixie gyro double leg over,5,TOE > SAME IN [DEX] > (back) SPIN [BOD] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,double_leg_over,gyro_double_leg_over,compound,pixie|gyro,body|set,yes,
pixie_kick,pixie kick,1,TOE > SAME IN [DEX] [KICK],TOE,TOE,IN,KICK,PRESERVE,,1,pixie_kick,pixie,dex,,,yes,
pixie_legover,pixie legover,3,TOE > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,legover,legover,compound,pixie,set,yes,
pixie_miraging_flail,pixie miraging flail,5,TOE > SAME IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,flail,miraging_flail,compound,pixie,set,yes,
pixie_miraging_symposium_eggbeater,pixie miraging symposium eggbeater,6,TOE > SAME IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,4,eggbeater,miraging_symposium_eggbeater,compound,pixie|symposium,body|set,yes,
pixie_mobius,pixie mobius,6,TOE > SAME IN [DEX] >> (back) SPIN [BOD] >> SAME IN [DEX] > (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,mobius,mobius,compound,pixie,set,yes,
pixie_opposite_clipper,pixie opposite clipper,3,TOE > SAME IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,1,clipper_stall,clipper_stall,compound,,,yes,
pixie_osis,pixie osis,4,TOE > SAME IN [DEX] >> (front) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,1,osis,osis,compound,pixie,set,yes,
pixie_over_down,pixie over down,4,TOE > SAME IN [DEX] (plant) > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,double_over_down,double_over_down,compound,pixie,set,yes,
pixie_paradon,pixie paradon,5,TOE > SAME IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,4,,paradon,compound,pixie,set,yes,
pixie_pickup,pixie pickup,3,TOE > SAME IN [DEX] > OP IN [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,pickup,pickup,compound,pixie,set,yes,
pixie_quantum_butterfly,pixie quantum butterfly,5,TOE > SAME IN [DEX] > OP IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,butterfly,quantum_butterfly,compound,pixie|quantum,set,yes,
pixie_quantum_double_over_down_swirl,pixie quantum double over down swirl,7,TOE > SAME IN [DEX] >> OP IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,5,double_over_down,double_over_down,compound,pixie|quantum,set,yes,
pixie_quantum_legover,Pixie Quantum Legover,4,TOE > SAME IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,3,legover,quantum_legover,compound,pixie|quantum,set,yes,
pixie_rev_whirl,pixie rev whirl,4,TOE > SAME IN [DEX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,rev_whirl,rev_whirl,compound,pixie,set,yes,
pixie_reverse_guay,pixie reverse guay,3,TOE > SAME IN [DEX] >> SAME IN [DEX] > OP INSIDE [DEL],TOE,TOE,INSIDE,DELAY,SWITCH,,2,inside_stall,guay,compound,pixie,set,yes,
pixie_reverse_swirl,pixie reverse swirl,4,TOE > SAME IN [DEX] >> SAME IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,swirl,swirl,compound,pixie,set,yes,
pixie_same_clipper,pixie same clipper,3,TOE > SAME IN [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,clipper_stall,clipper_stall,compound,,,yes,
pixie_same_side_butterfly,pixie same side butterfly,4,TOE > SAME IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,butterfly,butterfly_same_side,compound,pixie,set,yes,
pixie_same_side_illusion,pixie same side illusion,3,TOE > SAME IN [DEX] >> SAME OUT [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,illusion,illusion,compound,pixie,set,yes,
pixie_spinning_double_over_down,pixie spinning double over down,6,TOE > SAME IN [DEX] >> (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,double_over_down,double_over_down,compound,pixie|spinning,body|set,yes,
pixie_spinning_paradox_blender,pixie spinning paradox blender,7,TOE > SAME IN [DEX] > (back) SPIN [BOD] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,2,blender,spinning_paradox_blender,compound,pixie,set,yes,
pixie_spinning_paradox_symposium_whirl,pixie spinning paradox symposium whirl,7,TOE > SAME IN [DEX] > (back) SPIN [BOD] > (no plant while) OP IN [PDX] [BOD] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,spinning_paradox_symposium_whirl,compound,pixie,set,yes,
pixie_spinning_paradox_whirl,pixie spinning paradox whirl,6,TOE > SAME IN [DEX] > (back) SPIN [BOD] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,spinning_paradox_whirl,compound,pixie,set,yes,
pixie_swirl,pixie swirl,4,TOE > SAME IN [DEX] > SAME/OP OUT [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,swirl,swirl,compound,pixie,set,no,
pixie_symposium_illusion,pixie symposium illusion,4,TOE > SAME IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,illusion,illusion,compound,pixie|symposium,body|set,yes,
pixie_symposium_mirage,pixie symposium mirage,4,TOE > SAME IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,symposium_mirage,compound,pixie|symposium,body|set,yes,
pixie_symposium_rev_whirl,pixie symposium rev whirl,5,TOE > SAME IN [DEX] >> (no plant while) OP OUT [BOD] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,rev_whirl,rev_whirl,compound,pixie|symposium,body|set,yes,
pixie_symposium_whirl,pixie symposium whirl,5,TOE > SAME IN [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,symposium_whirl,compound,pixie|symposium,body|set,yes,
pixie_symposium_whirling_swirl,pixie symposium whirling swirl,6,TOE > SAME IN [DEX] >> OP IN [DEX] > (no plant while) OP OUT [BOD] [DEX] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,3,swirl,symposium_whirling_swirl,compound,pixie|symposium,body|set,yes,
pixie_torque,pixie torque,5,TOE > SAME IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,torque,torque,compound,pixie,set,yes,
pixie_weaving_butterfly,pixie weaving butterfly,5,TOE > SAME IN [DEX] >> DUCK [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,weaving_butterfly,compound,pixie|weaving,body|set,no,
pixie_weaving_mirage,pixie weaving mirage,4,TOE > SAME IN [DEX] >> DUCK [BOD] > OP IN [DEX] > OP TOE [DEL] (same foot),TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,weaving_mirage,compound,pixie|weaving,body|set,yes,
pixie_weaving_osis,pixie weaving osis,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,weaving_osis,compound,pixie|weaving,body|set,yes,
pixie_weaving_symposium_mirage,pixie weaving symposium mirage,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL] (same foot),TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,symposium_mirage,compound,pixie|weaving|symposium,body|set,yes,
pixie_weaving_whirl,pixie weaving whirl,5,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL] (same foot),TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,weaving_whirl,compound,pixie|weaving,body|set,yes,
pixie_whirl,pixie whirl,4,TOE > SAME IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,pixie,set,yes,
pixie_zulu_butterfly,pixie zulu butterfly,5,TOE > SAME IN [DEX] >> (across body) DUCK [BOD] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,butterfly,compound,pixie|zulu,body|set,no,
pixie_zulu_osis,pixie zulu osis,5,TOE > SAME IN [DEX] >> (across body) DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,1,osis,osis,compound,pixie|zulu,body|set,yes,
pixie_zulu_symposium_mirage,pixie zulu symposium mirage,5,TOE > SAME IN [DEX] >> (across body) DUCK [BOD] >> (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],TOE,TOE,TOE,DELAY,PRESERVE,,2,mirage,mirage,compound,pixie|zulu|symposium,body|set,yes,
pixie_zulu_whirl,pixie zulu whirl,5,TOE > SAME IN [DEX] >> (across body) DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,PRESERVE,,2,whirl,whirl,compound,pixie|zulu,body|set,yes,
plasma,plasma,5,TOE > OP IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],TOE,TOE,CLIP,DELAY,SWITCH,,3,plasma,,compound,quantum,set,yes,
pogo_barfly,Pogo Barfly,5,CLIP > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,3,pogo_barfly,,compound,,,yes,
pogo_barrage,Pogo Barrage,4,CLIP > (no plant while) OP IN [DEX] > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,barrage,barrage,compound,pogo,set,yes,
pogo_blender,Pogo Blender,5,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,blender,blender,compound,pogo,set,yes,
pogo_butterfly,Pogo Butterfly,4,CLIP > (no plant while) OP IN [DEX] > SAME/OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,VARIABLE,mid-chain,2,butterfly,butterfly,compound,pogo,set,no,
pogo_da_da_curve,pogo da da curve,5,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,dada_curve,dada_curve,compound,pogo,set,yes,
pogo_double_leg_over,pogo double leg over,4,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,legover,double_leg_over,compound,pogo,set,yes,
pogo_drifter,Pogo Drifter,4,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,drifter,drifter,compound,pogo,set,yes,
pogo_eggbeater,Pogo Eggbeater,4,CLIP > (no plant while) OP IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,eggbeater,eggbeater,compound,pogo,set,yes,
pogo_flail_same_side,pogo flail same side,4,CLIP > (no plant while) SAME IN [DEX] > (no plant while) SAME OUT [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,illusion,flail,compound,pogo,set,yes,
pogo_illusion,Pogo Illusion,3,CLIP > (no plant while) OP IN [DEX] > OP OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,illusion,illusion,compound,pogo,set,yes,
pogo_illusion_same_side,pogo illusion same side,3,CLIP > (no plant while) SAME IN [DEX] > SAME OUT [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,illusion,pogo_illusion,compound,,,yes,
pogo_legover,Pogo Legover,3,CLIP > (no plant while) OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,legover,legover,compound,pogo,set,yes,
pogo_legover_same_side,pogo legover same side,3,CLIP > (no plant while) SAME IN [DEX] > SAME OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,legover,pogo_legover,compound,,,yes,
pogo_mirage,Pogo Mirage,3,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,mirage,compound,pogo,set,yes,
pogo_mirage_same_side,pogo mirage same side,3,CLIP > (no plant while) SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,pogo_mirage,compound,,,yes,
pogo_motion,pogo motion,6,CLIP > (no plant while) OP IN [DEX] > SAME OUT [DEX] >> SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,3,motion,motion,compound,pogo,set,yes,
pogo_paradox_barrage,Pogo Paradox Barrage,5,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,pogo_paradox_barrage,paradox_barrage,compound,,,yes,
pogo_paradox_blender,Pogo Paradox Blender,6,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,blender,paradox_blender,compound,,,yes,
pogo_paradox_da_da_curve,Pogo Paradox Da Da Curve,6,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,3,dada_curve,paradox_da_da_curve,compound,,,yes,
pogo_paradox_drifter,Pogo Paradox Drifter,5,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,PRESERVE,,2,clipper,paradox_drifter,compound,,,yes,
pogo_paradox_eggbeater,Pogo Paradox Eggbeater,5,CLIP > (no plant while) OP IN [DEX] > OP OUT [PDX] [DEX] > OP OUT [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,3,legover,paradox_eggbeater,compound,,,yes,
pogo_paradox_mirage,Pogo Paradox Mirage,4,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] [BOD] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,paradox_mirage,compound,,,yes,
pogo_paradox_torque,Pogo Paradox Torque,6,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,torque,paradox_torque,compound,,,yes,
pogo_paradox_whirl,Pogo Paradox Whirl,5,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,whirl,paradox_whirl,compound,,,yes,
pogo_paradox_whirling_swirl,Pogo Paradox Whirling Swirl,6,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,3,whirl,paradox_whirling_swirl,compound,,,yes,
pogo_pickup,Pogo Pickup,3,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,pickup,,compound,,,yes,
pogo_pickup_same_side,pogo pickup same side,3,CLIP > (no plant while) SAME IN [DEX] > SAME IN [DEX] > SAME TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,2,pickup,pogo_pickup,compound,,,yes,
pogo_symposium_mirage_same_side,pogo symposium mirage same side,4,CLIP > (no plant while) SAME IN [DEX] > (no plant while) SAME IN [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,SWITCH,,2,mirage,mirage,compound,pogo|symposium,body|set,yes,
pogo_torque,Pogo Torque,5,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,torque,torque,compound,pogo,set,yes,
pogo_voodoo,Pogo Voodoo,6,CLIP > (no plant while) OP IN [DEX] > OP IN [PDX] [DEX] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL],CLIP,CLIP,TOE,DELAY,PRESERVE,,3,pogo_voodoo,,compound,,,yes,
pogo_whirl,Pogo Whirl,4,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > OP CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,2,whirl,whirl,compound,pogo,set,yes,
pogo_whirling_swirl,Pogo Whirling Swirl,5,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],CLIP,CLIP,CLIP,DELAY,SWITCH,,3,whirling_swirl,whirling_swirl,compound,pogo,set,yes,
predator,predator,4,TOE > OP OUT [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,3,double_leg_over,double_leg_over,compound,,,yes,
probe,probe,2,SET > OP CLIP [XBD] [DEL],SET,SET,CLIP,DELAY,SWITCH,,0,clipper,clipper,compound,,,yes,
puck,puck,4,TOE > SAME IN [DEX] >> DUCK [BOD] >> OP OUT [DEX] > SAME TOE [DEL],TOE,TOE,TOE,DELAY,SWITCH,,2,legover,ducking_legover,compound,pixie,set,yes,
