"name","slug","source_corpus","provenance","cleaned_for_parse","base_trick","modifier_stack","decomposition","provisional_add","job_status","parser_confidence","doctrine_confidence","structurally_readable","mechanically_derivable","doctrine_stable","observationally_extrapolated","culturally_canonical","unresolved_tokens","missing_modifier_weights","failure_class","source_adds"
"Motion Sickness","motion-sickness","footbagmoves","footbagmoves","motion sickness","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","motion|sickness","","folk-name-opacity","6"
"Muerto","muerto","footbagmoves","footbagmoves","muerto","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","muerto","","folk-name-opacity","5"
"MXZYPTLK","mxzyptlk","footbagmoves","footbagmoves","mxzyptlk","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","mxzyptlk","","folk-name-opacity","4"
"Nallegam","nallegam","footbagmoves","footbagmoves","nallegam","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","nallegam","","folk-name-opacity","3"
"Nebula","nebula","footbagmoves","footbagmoves","nebula","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","nebula","","folk-name-opacity","7"
"Nemesis Swirl","nemesis-swirl","footbagmoves","footbagmoves","nemesis swirl","nemesis|swirl","","nemesis(6) = 6","6","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic","7"
"Neutron Smasher","neutron-smasher","footbagmoves","footbagmoves","neutron smasher","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","neutron|smasher","","folk-name-opacity","4"
"Nobius","nobius","footbagmoves","footbagmoves","nobius","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","nobius","","folk-name-opacity","5"
"Nullwalk","nullwalk","footbagmoves","footbagmoves","nullwalk","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","nullwalk","","folk-name-opacity","5"
"Ocean","ocean","footbagmoves","footbagmoves","ocean","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","ocean","","folk-name-opacity","5"
"Odula","odula","footbagmoves","footbagmoves","odula","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","odula","","folk-name-opacity","7"
"Oh Wheely","oh-wheely","footbagmoves","footbagmoves","oh wheely","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","oh|wheely","","folk-name-opacity","7"
"Omelette Du Fromage","omelette-du-fromage","footbagmoves","footbagmoves","omelette du fromage","omelette","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","du|fromage","","unknown-modifier-token","6"
"Original Barroque","original-barroque","footbagmoves","footbagmoves","original barroque","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","original|barroque","","folk-name-opacity","5"
"Orpheus","orpheus","footbagmoves","footbagmoves","orpheus","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","orpheus","","folk-name-opacity","6"
"Osmosis","osmosis","footbagmoves","footbagmoves","osmosis","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","osmosis","","folk-name-opacity","4"
"Pandora`s Box","pandora`s-box","footbagmoves","footbagmoves","pandora`s box","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","pandora|s|box","","folk-name-opacity","3"
"Paradox Symposium Whirling Rake","paradox-symposium-whirling-rake","footbagmoves","footbagmoves","paradox symposium whirling rake","rake","whirling|paradox|symposium","whirling(+1) + paradox(+1) + symposium(+1) + rake(2) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","5"
"Paradox Whirling Rake","paradox-whirling-rake","footbagmoves","footbagmoves","paradox whirling rake","rake","whirling|paradox","whirling(+1) + paradox(+1) + rake(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","5"
"Paratoxic","paratoxic","footbagmoves","footbagmoves","paratoxic","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","paratoxic","","folk-name-opacity","6"
"Park Avenue","park-avenue","footbagmoves","footbagmoves","park avenue","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","park|avenue","","folk-name-opacity","4"
"Pdx Dada Curve","pdx-dada-curve","footbagmoves","footbagmoves","paradox dada curve","","paradox","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","dada|curve","","ambiguous-terminal-mechanic","5"
"Pdx DLO","pdx-dlo","footbagmoves","footbagmoves","paradox double leg over","paradox-double-leg-over","","paradox-double-leg-over(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","4"
"Pdx Illusion","pdx-illusion","footbagmoves","footbagmoves","paradox illusion","paradox-illusion","","paradox-illusion(3) [self-atom] = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","3"
"Pdx Whirling Swirl","pdx-whirling-swirl","footbagmoves","footbagmoves","paradox whirling swirl","paradox-whirling-swirl","","paradox-whirling-swirl(5) [self-atom] = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","5"
"Phase","phase","footbagmoves","footbagmoves","phase","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","phase","","folk-name-opacity","4"
"Philibuster","philibuster","footbagmoves","footbagmoves","philibuster","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","philibuster","","folk-name-opacity","5"
"Phobia","phobia","footbagmoves","footbagmoves","phobia","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","phobia","","folk-name-opacity","6"
"Pixie Double Pickup (ss)","pixie-double-pickup","passback","passback","pixie double pickup","pickup","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double","","unknown-modifier-token","4"
"Pixie DSO","pixie-dso","passback","passback","pixie dso","","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","dso","","ambiguous-terminal-mechanic","4"
"Pixie Leg Over","pixie-leg-over","fborg","fborg","pixie leg over","","pixie","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","leg|over","","ambiguous-terminal-mechanic","3"
"Pixie Same Side Illusion","pixie-same-side-illusion","fborg","fborg","pixie illusion","illusion","pixie","pixie(+1) + illusion(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","3"
"PLO","plo","passback","passback","plo","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","plo","","folk-name-opacity","3"
"POD","pod","footbagmoves","footbagmoves","pod","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","pod","","folk-name-opacity","5"
"Porque","porque","footbagmoves","footbagmoves","porque","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","porque","","folk-name-opacity","5"
"PS Illusion","ps-illusion","footbagmoves","footbagmoves","paradox symposium illusion","illusion","paradox|symposium","paradox(+1) + symposium(+1) + illusion(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","4"
"PS Mirage","ps-mirage","footbagmoves","footbagmoves","paradox symposium mirage","paradox-symposium-mirage","","paradox-symposium-mirage(4) [self-atom] = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","","4"
"Pteradon","pteradon","footbagmoves","footbagmoves","pteradon","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","pteradon","","folk-name-opacity","4"
"Quark","quark","footbagmoves","footbagmoves","quark","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","quark","","folk-name-opacity","6"
"Rage","rage","footbagmoves","footbagmoves","rage","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","rage","","folk-name-opacity","7"
"Rail Warrior","rail-warrior","footbagmoves","footbagmoves","rail warrior","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","rail|warrior","","folk-name-opacity","7"
"Raildown","raildown","footbagmoves","footbagmoves","raildown","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","raildown","","folk-name-opacity","6"
"Railplant","railplant","footbagmoves","footbagmoves","railplant","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","railplant","","folk-name-opacity","5"
"Railwalk","railwalk","footbagmoves","footbagmoves","railwalk","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","railwalk","","folk-name-opacity","6"
"Rasmus","rasmus","footbagmoves","footbagmoves","rasmus","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","rasmus","","folk-name-opacity","5"
"Red Ribbon","red-ribbon","footbagmoves","footbagmoves","red ribbon","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","red|ribbon","","folk-name-opacity","3"
