external_source,external_name,external_formula_or_description,external_add_if_known,ifpa_status,ifpa_slug_if_matched,ifpa_name_if_matched,ifpa_formula_if_matched,agreement_status,reason_not_covered,recommended_action,red_question_id_if_applicable,notes
passback,Leviathon,Stepping Ducking far Double Down,3,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Locomotion,Stepping far Motion,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Maelstrom,"Spinning Ducking far Whirl, Alpine Spinning Whirl, Spinning Tomahawk",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Magellan,Pixie near Legover,2,covered_exact,magellan,magellan,pixie legover,add_differs,,no_action,,
passback,Mama Curve,(downtime) Illusioning far Symp. Butterfly,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Mantis,Spinning near Eggbeater,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Marius,Spinning Torque,1,covered_alias,spinning-torque,spinning torque,spinning torque,add_differs,,no_action,,
passback,Massacre,(downtime) Illusioning Flail,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Matador,Nuclear far Butterfly,2,covered_exact,matador,matador,nuclear butterfly | paradox atomic butterfly,add_differs,,no_action,,
passback,Merkon,Spinning Legover,1,covered_exact,merkon,merkon,spinning legover,add_differs,,no_action,,
passback,Merlin,(downtime) Miraging Symp.Mirage,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Mind Bender,Clipper Ducking far Blender,1,covered_exact,mind-bender,mind bender,ducking paradox blender,add_differs,,no_action,,
passback,Mirage,(downtime) hippy in dex>op toe,1,covered_exact,mirage,mirage,,add_differs,,no_action,,
passback,Mobius,Gyro Torque,1,covered_exact,mobius,mobius,gyro torque | spinning ss torque | spinning ss miraging op osis,add_differs,,no_action,,
passback,Moby Dick,"Mobiusscrew, Gyro Torquescrew",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Mofly,(downtime) Miraging far Symp. Double Down,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Monster,Symp. Swirling Gyro Inside,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Montage,Spinning Ducking far Symp. Whirl,1,covered_exact,montage,montage,spinning ducking paradox symposium whirl,add_differs,,no_action,,
passback,Morpheus,"Spinning Ducking far Drifter, Alpine Void",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Mortal Kombat,Stepping Ducking far Grifter,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Motion,Double Down near Osis,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Motion Sickness,Spinning far Motion,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Motorfly,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Mullet,"Clipper Ducking far Symp. Whirl, Symp. Tomahwak",1,covered_exact,mullet,mullet,,add_differs,,no_action,,
passback,Nallegam,Fairy near Pickup,2,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Nebula,Barraging far DLO,4,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Nemesis,Barraging far Double Down,4,covered_exact,nemesis,nemesis,furious barfly,add_differs,,no_action,,
passback,Nemosis,"Barraging far Motion, Nemesis Osis",4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Nova,Symp. DLO,,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Orbit,toe>ss leggy out dex>ss toe,1,covered_exact,orbit,Orbit,,add_differs,,no_action,,
passback,Osis,(downtime) Gyro Clipper,0,covered_exact,osis,osis,,add_differs,,no_action,,
passback,Pandemonium,"Pixie far Symp. Eggbeater, BS Pigbeater",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Pandora's Box,Gyro Pickup,1,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Paradon,Toe far Double Down,2,covered_exact,paradon,paradon,,add_differs,,no_action,,
passback,Paratoxic,Pdx. Toxic,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Parkwalk,Pixie near Butterfly,2,covered_exact,parkwalk,parkwalk,pixie butterfly,add_differs,,no_action,,
passback,Paste,Pixie far Pickup,2,covered_exact,paste,paste,,add_differs,,no_action,,
passback,Phobia,"Fairy Mobius, Fairy Gyro Torque",2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Phoenix,Pixie Ducking Butterfly,2,covered_exact,phoenix,phoenix,pixie ducking butterfly,add_differs,,no_action,,
passback,Pickup,(downtime) leggy in dex>ss toe,1,covered_exact,pickup,pickup,,add_differs,,no_action,,
passback,Pigbeater,Pixie far Eggbeater,3,covered_exact,pigbeater,pigbeater,pixie eggbeater,add_differs,,no_action,,
passback,Pixie (archaic),Midtime Toe near Mirage,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Plasma,Quantum far Double Down,3,covered_exact,plasma,plasma,quantum double over down,add_differs,,no_action,,
passback,PLO,Pixie far Legover,2,covered_formula_equivalent,magellan,magellan,pixie legover,add_differs,,no_action,,
passback,POD,"Pixie DOD, Pixie near Double Down",3,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Pogo,"Pogo far Mirage, (uptime) Symp. Miraging far Mirage",2,covered_exact,pogo,pogo,,add_differs,,no_action,,
passback,Porque,Pixie Torque,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Predator,Atomic far DLO,3,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,PS Whirl,"Pdx Symp Whirl, Clipper far Symp Whirl",,covered_alias,paradox-symposium-whirl,paradox symposium whirl,ps whirl,name_diff_formula_agrees,,no_action,,
passback,Quark,Quantum far Torque,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Rage,"BS Fury, (uptime) Baragging far Symp. Mirage",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Rake,Toe Stall dragged from Xbd position,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Reactor,Atomic far Whirl,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Reaper,Clipper far DSO,2,covered_exact,reaper,reaper,,add_differs,,no_action,,
passback,Refraction,Butterfy near Osis,1,covered_exact,refraction,refraction,,add_differs,,no_action,,
passback,Revstein,double-dex Twist,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Revup,(downtime) Twisting near Pickup,2,covered_alias,rev-up,rev up,,add_differs,,no_action,,
passback,Ripcurl,"Stepping near Butterfly Swirl, Sidewalk Swirl",2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Ripped Warrior,"Stepping Ducking Butterfly, Alpine Ripwalk",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Ripstein,"double-dex Swirl, Swirling near Swirl",2,covered_exact,ripstein,ripstein,,add_differs,,no_action,,
passback,Riptide,"Stepping far Butterfly Swirl, Ripwalk Swirl",2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Ripwalk,Stepping far Butterfly,2,covered_exact,ripwalk,ripwalk,stepping butterfly,add_differs,,no_action,,
passback,Rotor,(downtime) Swirling Gyro Inside Stall,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Royale,Clipper far Grifter,1,covered_exact,royale,royale,paradox reverse drifter,add_differs,,no_action,,
passback,Schmoe,Stepping near Legover,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Scorpion's Tail,Spinning far Double Down,2,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Shaft,"Clipper near Symp. Double Down, Symp. DDD",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Shooting Star,"Shooting far Double Down, Pogo Nuclear far Double Down",4,missing_insufficient_evidence,,,,ifpa_missing,folk-derived; no mechanical decomposition,leave_or_pill,,
passback,Sidewinder,"Fairy Spinning near Barraging far Buterfly, Fairy Gyro Janiwalker",4,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Sidwalk,Stepping near Butterfly,2,covered_formula_equivalent,ripwalk,ripwalk,stepping butterfly,add_differs,,no_action,,
passback,Skullsmasher,"Atomic Ducking far Mirage, Alpine Atomsmasher",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Slapdown,Quantum near Butterfly,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Smear,Pixie Mirage,2,covered_exact,smear,smear,pixie mirage,add_differs,,no_action,,
passback,Smog,Pixie far DLO,3,covered_exact,smog,smog,pixie double legover,add_differs,,no_action,,
passback,Smoke,Pixie far Drifter,2,covered_exact,smoke,smoke,pixie drifter,add_differs,,no_action,,
passback,Smudge,Pixie Illusion,2,covered_exact,smudge,smudge,pixie illusion,add_differs,,no_action,,
passback,Snowflake,Drifter Rake,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Spanishfly,Clipper Ducking far Double Down,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Spender,Spinning far Blender,1,covered_exact,spender,spender,spinning paradox blender,add_differs,,no_action,,
passback,Spikehammer,Stepping Ducking Mirage,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Sumo,Nuclear far Mirage,2,covered_exact,sumo,sumo,nuclear mirage,add_differs,,no_action,,
passback,Sunilwalk,Barraging near Butterfly,3,missing_needs_red,,,,ifpa_missing,structurally clean but mentions Wave-2 operator (fairy/barraging/blurry),queue_post_red,,
passback,Super Ego,Atomic Ducking Blender,2,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Super Mario,"Spinning far Symp. Torque, Symp. Marius",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Superdeeduperfly,"Spinning Ducking Superfly, Alpine Superduperfly",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Superduperfly,Spinning Superfly,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Superfly,Clipper far Symp. Double Down,2,covered_exact,superfly,superfly,,add_differs,,no_action,,
passback,Surge,Surging far Mirage,2,covered_exact,surge,surge,surging paradox mirage,add_differs,,no_action,,
passback,Surreal,Surging far Whirl,2,covered_exact,surreal,surreal,surging paradox whirl,add_differs,,no_action,,
passback,Swifter,Stepping far Swirl,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Swirl,(downtime) xbd leggy out dex>ss clipper,1,covered_exact,swirl,swirl,,add_differs,,no_action,,
passback,Swirlwind,"Spinning far Symp. Whirling Swirl, Whirlwind Swirl",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Swivel,Symp. Twirl,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Tap,Atomic near Mirage,2,covered_exact,tap,tap,atomic near mirage,add_differs,,no_action,,
passback,Tapdown,Atomic near Butterfly,2,covered_formula_equivalent,atomic-butterfly,atomic butterfly,atomic butterfly,add_differs,,no_action,,
passback,TATW/Triple ATW,triple-dex ATW,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Terrage,"(midtime) Toe near Barrage, double-dex ""Pixie""",2,covered_exact,terrage,terrage,,add_differs,,no_action,,
passback,Terrawhirl,"Toe midtime near Whirr, Terraging near Clipper",,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Tobius,"Toe Mobius, Toe Spinning near Torque",1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Toe Blur,Quantum far Mirage,2,covered_alias,quantum,quantum,,name_diff_formula_agrees,,no_action,,
passback,Tomahawk,Clipper Ducking far Whirl,1,covered_exact,tomahawk,tomahawk,ducking paradox whirl,add_differs,,no_action,,
passback,Tombstone,Stepping near Drifter,2,covered_exact,tombstone,tombstone,,add_differs,,no_action,,
passback,Torch-R-Rack,"Stepping far Symp. Double Down, BS Blurriest",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Torque,(downtime) Miraging far Osis,1,covered_exact,torque,torque,miraging osis,add_differs,,no_action,,
passback,Torquescrew,"Torque Dyno, (downtime) Miraging Dyno",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Toxic,(downtime) Miraging far Symp. Whirl,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Triage,triple-dex Mirage,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Trifly,Clipper far triple-dex Butterfly,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Triple Switch,triple-dex Legover,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Tripwalk,Quantum far Butterfly,2,covered_exact,tripwalk,tripwalk,stepping quantum butterfly,add_differs,,no_action,,
passback,Trixie,"(midtime) Toe near Triage, triple-dex ""Pixie""",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,TSO,triple-dex Legover,3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Twirl,(downtime) Twisting near Osis,1,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Twist,Rev. Swirl,1,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Venom,Surging far Double Down,3,covered_exact,venom,venom,surging barfly,add_differs,,no_action,,
passback,Vertigo,Clipper Ducking far Drifter,1,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Void,Spinning far Drifter,1,missing_needs_red,,,,ifpa_missing,hidden-branch-family candidate; Wave 2-dependent on operator boundary,queue_post_red,,
passback,Voodoo,"Clipper far (downtime) Miraging Symp. Mirage, Pdx. Merlin",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Vortex,Spinning near Drifter,1,covered_exact,vortex,vortex,gyro drifter,add_differs,,no_action,,
passback,Walkover,"Inside Stall>place foot on ground>step over into Clipper, or reverse direction",,missing_needs_curator,,,,ifpa_missing,no Slice R classification; structural fit unclear,curator_review,,
passback,Warp,"Warping Mirage, (uptime) Symp. Illusioning Illusioning Mirage, (uptime) Symp. Eggbeating Mirage",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Wauxspin,Butterfly Gyro Toe,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Whale Tail,Gryo DLO,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,What!?,"Butterfly Symp. Twisting near Toe, Butterfly Symp. Blink",2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Whip,Rev. Whirl,1,covered_alias,rev-whirl,rev whirl,,add_differs,,no_action,,
passback,Whirl,(downtime) leggy in dex>ss clipper,1,covered_exact,whirl,whirl,,add_differs,,no_action,,
passback,Whirlwalk,Whirling far Whirl,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Whirlwind,Spinning far Symp. Whirl,1,covered_alias,spinning-symposium-whirl,spinning symposium whirl,spinning symposium whirl,add_differs,,no_action,,
passback,Whirlygig,Stepping far Symp. Whirl,2,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Whirr,double-dex Whirl,2,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Wrap,"Inside Stall moved to Clipper Stall, or reverse direction",,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Your Mom,"Atomic far Symp. Double Down, BS Fusion",3,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Your Sister,Full Symp Kiwi,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,>,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Atomic DSO,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,ATW,,,covered_alias,around-the-world,Around the World,,name_diff_formula_agrees,,no_action,,
passback,Bladerunner,Atomic Eggbeater,,missing_safe_to_add,,,,ifpa_missing,Slice R canonical-gap; structurally clean; no Wave 2 dependency,curator_review_for_addition,,
passback,Clipper,,,covered_exact,clipper,Clipper Kick,,name_and_formula_agree,,no_action,,
passback,Contact,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,"Dex, Dexterity",,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,DLO,,,covered_alias,double-leg-over,double leg over,miraging legover,name_diff_formula_agrees,,no_action,,
passback,Double ATW,,,covered_alias,double-around-the-world,double around the world,,name_diff_formula_agrees,,no_action,,
passback,Double Orbit,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Double Pickup,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,DSO,Double Switchover,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Eggbeater,Illusioning Legover,,covered_exact,eggbeater,eggbeater,atomic legover,name_agrees_formula_differs,,no_action,,
passback,Fairy Eggbeater,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Fairy Legover,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Fairy ss Legover,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Flip side,flip,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Flurry,Barraging Legover,,covered_exact,flurry,flurry,barraging legover,name_and_formula_agree,,no_action,,
passback,"Gyro, Spinning, Spinning Gyro, Double Spinning",,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Illusion,,,covered_exact,illusion,illusion,,name_and_formula_agree,,no_action,,
passback,In(-Out) Dex,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Legover,,,covered_exact,legover,legover,,name_and_formula_agree,,no_action,,
passback,Magellan,Pixie ss Legover,,covered_exact,magellan,magellan,pixie legover,name_and_formula_agree,,no_action,,
passback,Mirage,,,covered_exact,mirage,mirage,,name_and_formula_agree,,no_action,,
passback,Nagellam,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Orbit,,,covered_exact,orbit,Orbit,,name_and_formula_agree,,no_action,,
passback,Out(-In) Dex,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Paradon Swirl,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Pickup,,,covered_exact,pickup,pickup,,name_and_formula_agree,,no_action,,
passback,Pigbeater,Pixie op Eggbeater,,covered_exact,pigbeater,pigbeater,pixie eggbeater,name_and_formula_agree,,no_action,,
passback,Pixie DSO,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Pixie op Toe,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Pixie ss Mirage,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Pixie ss Pickup,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,PLO,Pixie Legover,,covered_formula_equivalent,magellan,magellan,pixie legover,name_diff_formula_agrees,,no_action,,
passback,Smear,Pixie op Mirage,,covered_exact,smear,smear,pixie mirage,name_and_formula_agree,,no_action,,
passback,Smear>Fairy ss [Legover/Pickup],,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Smog,Pixie op DLO,,covered_exact,smog,smog,pixie double legover,name_agrees_formula_differs,,no_action,,
passback,Strong side,strong,,missing_insufficient_evidence,,,,ifpa_missing,uses external vocabulary IFPA does not recognize,curator_review,,
passback,Toe ss Symp Swirl,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Triple ATW,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
passback,Triple Orbit,,,missing_insufficient_evidence,,,,ifpa_missing,external lacks structural decomposition,curator_review,,
