canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
plasma,plasma,plasma,canonical_db,freestyle_tricks,plasma,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Compound trick.
pogo,pogo,pogo,canonical_db,freestyle_tricks,pogo,canonical_active,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,ifpa_canonical,,,,,Pogo set; does not contribute ADD when modifying a base trick.
predator,predator,predator,canonical_db,freestyle_tricks,predator,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Atomic-modified dlo (PassBack folk-name).
quantum,quantum,quantum,canonical_db,freestyle_tricks,quantum,canonical_active,2,,,,,,,,,,,,,,,,,,,,QUANTUM,jobs_notation,,,,,2,ifpa_canonical,,,,,"Quantum set: upward double-dex launch (modern name for what was historically called 'toe blur' / 'toe butterfly'). Standalone 2 ADD, parallel to atomic."
rake,rake,rake,canonical_db,freestyle_tricks,rake,canonical_active,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,ifpa_canonical,,,,,Rake trick.
reaper,reaper,reaper,canonical_db,freestyle_tricks,reaper,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,Two-dex compound from clipper stall to toe.
refraction,refraction,refraction,canonical_db,freestyle_tricks,refraction,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,"Dexterity, 3 ADD."
rev-up,rev-up,rev up,canonical_db,freestyle_tricks,rev-up,canonical_curated,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,reverse whirl variant
rev-whirl,rev-whirl,rev whirl,canonical_db,freestyle_tricks,rev-whirl,canonical_active,3,,,,,,,,,,,,,,,,,,,,REV WHIRL,jobs_notation,CLIP > OP OUT [DEX] > OP CLIP [XBD] [DEL],canonical_brackets,,,3,ifpa_canonical,,,,,Reverse-direction whirl.
reverse-drifter,reverse-drifter,reverse-drifter,canonical_db,freestyle_tricks,reverse-drifter,canonical_active,3,,,,,,,,,,,,,,,,,,,,REV DRIFTER,jobs_notation,,,,,3,ifpa_canonical,,,,,Direction-reversed drifter; separate canonical from drifter per direction-is-structural rule.
ripstein,ripstein,ripstein,canonical_db,freestyle_tricks,ripstein,canonical_active,4,,,,,,,,,,,,,,,,,,,,RIPSTEIN,jobs_notation,,,,,4,ifpa_canonical,,,,,Popular freestyle trick.
ripwalk,ripwalk,ripwalk,canonical_db,freestyle_tricks,ripwalk,canonical_active,4,,,,,,,,,,,,,,,,,,,,STEPPING BUTTERFLY,jobs_notation,,,,,4,ifpa_canonical,,,,,Blurry-modified butterfly.
rooted,rooted,rooted,canonical_db,freestyle_tricks,rooted,canonical_active,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,ifpa_canonical,,,,,Rooted set; does not contribute ADD when modifying a base trick.
royale,royale,royale,canonical_db,freestyle_tricks,royale,canonical_active,4,,,,,,,,,,,,,,,,,,,,PARADOX REVERSE DRIFTER,jobs_notation,,,,,4,ifpa_canonical,,,,,Paradox-modified reverse drifter.
sailing,sailing,sailing,canonical_db,freestyle_tricks,sailing,canonical_active,2,,,,,,,,,,,,,,,,,,,,SAILING,jobs_notation,,,,,2,ifpa_canonical,,,,,Sailing set. 2 ADD standalone. Equivalent to a Pixie Quantum set (1 + 1 = 2 ADD).
schmoe,schmoe,schmoe,canonical_db,freestyle_tricks,schmoe,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,Stepping-modified legover (PassBack folk-name).
scrambled-eggbeater,scrambled-eggbeater,scrambled eggbeater,canonical_db,freestyle_tricks,scrambled-eggbeater,canonical_active,3,,,,,,,,,,,,,,,,,,,,ATOMIC PICKUP,jobs_notation,TOE > OP OUT [DEX] >> OP IN [DEX] > SAME TOE [DEL],canonical_brackets,,,3,ifpa_canonical,,,,,Atomic-modified pickup.
shooting,shooting,shooting,canonical_db,freestyle_tricks,shooting,canonical_active,3,,,,,,,,,,,,,,,,,,,,SHOOTING,jobs_notation,,,,,3,ifpa_canonical,,,,,Shooting set; 3 ADD standalone. Acts as +3 ADD modifier when prefixing a base trick.
shoulder-stall,shoulder-stall,shoulder stall,canonical_db,freestyle_tricks,shoulder-stall,canonical_active,1,,,,,,,,,,,,,,,,,,,,SHOULDER STALL,jobs_notation,[set] > shoulder,canonical_brackets,,,1,ifpa_canonical,,,,,Shoulder-based delay surface.
sidewalk,sidewalk,sidewalk,canonical_db,freestyle_tricks,sidewalk,canonical_active,4,,,,,,,,,,,,,,,,,,,,SIDEWALK,jobs_notation,,,,,4,ifpa_canonical,,,,,Stepping-modified same-side butterfly.
smear,smear,smear,canonical_db,freestyle_tricks,smear,canonical_active,3,,,,,,,,,,,,,,,,,,,,PIXIE MIRAGE,jobs_notation,,,,,3,ifpa_canonical,,,,,Pixie-modified mirage.
smog,smog,smog,canonical_db,freestyle_tricks,smog,canonical_active,4,,,,,,,,,,,,,,,,,,,,PIXIE DLO,jobs_notation,,,,,4,ifpa_canonical,,,,,Pixie-modified double leg over.
smoke,smoke,smoke,canonical_db,freestyle_tricks,smoke,canonical_active,4,,,,,,,,,,,,,,,,,,,,PIXIE DRIFTER,jobs_notation,,,,,4,ifpa_canonical,,,,,Pixie-modified drifter.
smudge,smudge,smudge,canonical_db,freestyle_tricks,smudge,canonical_active,3,,,,,,,,,,,,,,,,,,,,PIXIE ILLUSION,jobs_notation,,,,,3,ifpa_canonical,,,,,Pixie-modified illusion.
sole-kick,sole-kick,sole kick,canonical_db,freestyle_tricks,sole-kick,canonical_active,1,,,,,,,,,,,,,,,,,,,,SOLE KICK,jobs_notation,[set] > sole kick,canonical_brackets,,,1,ifpa_canonical,,,,,Sole-foot kick motion.
sole-stall,sole-stall,sole stall,canonical_db,freestyle_tricks,sole-stall,canonical_active,2,,,,,,,,,,,,,,,,,,,,SOLE STALL,jobs_notation,[set] > sole,canonical_brackets,,,2,ifpa_canonical,,,,,Sole-of-foot delay surface.
sole-survivor,sole-survivor,sole-survivor,canonical_db,freestyle_tricks,sole-survivor,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Spinning + symposium whirl (PassBack folk-name).
spender,spender,spender,canonical_db,freestyle_tricks,spender,canonical_active,6,,,,,,,,,,,,,,,,,,,,SPINNING PARADOX BLENDER,jobs_notation,CLIP >> (BACK) SPIN [BOD] >> OP FRONT WHIRL [DEX] [PDX] > (BACK) SPIN [BOD] > SAME CLIP [XBD] [DEL],canonical_brackets,,,6,ifpa_canonical,,,,,Spinning-modified paradox blender.
spin,spin,spin,canonical_db,freestyle_tricks,spin,canonical_active,1,,,,,,,,,,,,,,,,,,,,SPIN,jobs_notation,,,,,1,ifpa_canonical,,,,,Single rotational body spin.
spinal-tap,spinal-tap,spinal tap,canonical_db,freestyle_tricks,spinal-tap,canonical_active,5,,,,,,,,,,,,,,,,,,,,TAPPING TORQUE,jobs_notation,TOE > OP OUT [DEX] >> SAME IN [DEX] > (FRONT) SPIN [BOD] > OP CLIP [XBD] [DEL],canonical_brackets,,,5,ifpa_canonical,,,,,Tapping-modifier torque.
spinning,spinning,spinning,canonical_db,freestyle_tricks,spinning,canonical_active,,,,,,,,,,,,,,,,,,,,,,,,,,,,ifpa_canonical,,,,,body modifier; +1 ADD non-rotational / +2 ADD rotational base tricks
spinning-butterfly,spinning-butterfly,spinning butterfly,canonical_db,freestyle_tricks,spinning-butterfly,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Spinning-modified butterfly.
spinning-clipper,spinning-clipper,spinning clipper,canonical_db,freestyle_tricks,spinning-clipper,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,Spinning-modified clipper stall.
spinning-osis,spinning-osis,spinning osis,canonical_db,freestyle_tricks,spinning-osis,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Spinning-modified osis.
spinning-paradox-blender,spinning-paradox-blender,spinning-paradox-blender,canonical_db,freestyle_tricks,spinning-paradox-blender,canonical_active,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,ifpa_canonical,,,,,Spinning paradox blender (FB.org /newmoves 2003).
spinning-paradox-illusion,spinning-paradox-illusion,spinning-paradox-illusion,canonical_db,freestyle_tricks,spinning-paradox-illusion,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Spinning paradox illusion (FB.org /newmoves 2003).
spinning-paradox-mirage,spinning-paradox-mirage,spinning-paradox-mirage,canonical_db,freestyle_tricks,spinning-paradox-mirage,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Spinning paradox mirage (FB.org /newmoves 2003).
spinning-paradox-whirl,spinning-paradox-whirl,spinning-paradox-whirl,canonical_db,freestyle_tricks,spinning-paradox-whirl,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Spinning paradox whirl (FB.org /newmoves 2003).
spinning-symposium-whirl,spinning-symposium-whirl,spinning symposium whirl,canonical_db,freestyle_tricks,spinning-symposium-whirl,canonical_active,5,,,,,,,,,,,,,,,,,,,,SPINNING SYMPOSIUM WHIRL,jobs_notation,,,,,5,ifpa_canonical,,,,,Spinning-modified symposium whirl.
spinning-torque,spinning-torque,spinning torque,canonical_db,freestyle_tricks,spinning-torque,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Spinning-modified torque.
spinning-whirl,spinning-whirl,spinning whirl,canonical_db,freestyle_tricks,spinning-whirl,canonical_active,4,,,,,,,,,,,,,,,,,,,,SPINNING WHIRL,jobs_notation,,,,,4,ifpa_canonical,,,,,Spinning-modified whirl.
spyro,spyro,spyro,canonical_db,freestyle_tricks,spyro,canonical_active,1,,,,,,,,,,,,,,,,,,,,SPYRO,jobs_notation,,,,,1,ifpa_canonical,,,,,Inward rotational body move.
squeeze,squeeze,squeeze,canonical_db,freestyle_tricks,squeeze,canonical_active,2,,,,,,,,,,,,,,,,,,,,SQUEEZE,jobs_notation,[UNS] [DEL],canonical_brackets,,,2,ifpa_canonical,,,,,Squeeze trick (2 ADD).
stepping,stepping,stepping,canonical_db,freestyle_tricks,stepping,canonical_active,,,,,,,,,,,,,,,,,,,,,,,,,,,,ifpa_canonical,,,,,body modifier; +1 ADD universally
stepping-ducking-paradox-blender,stepping-ducking-paradox-blender,stepping-ducking-paradox-blender,canonical_db,freestyle_tricks,stepping-ducking-paradox-blender,canonical_active,7,,,,,,,,,,,,,,,,,,,,,,,,,,7,ifpa_canonical,,,,,Triple-operator stack on blender (FB.org /newmoves 2003).
stepping-osis,stepping-osis,stepping osis,canonical_db,freestyle_tricks,stepping-osis,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Stepping-modified osis.
stepping-whirl,stepping-whirl,stepping whirl,canonical_db,freestyle_tricks,stepping-whirl,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Stepping-modified whirl.
sumo,sumo,sumo,canonical_db,freestyle_tricks,sumo,canonical_active,5,,,,,,,,,,,,,,,,,,,,SUMO,jobs_notation,,,,,5,ifpa_canonical,,,,,Nuclear-modified mirage; 5 ADD via an X-Dex escalation on the mirage base. Named exception to the standard +2 nuclear rule (nuclear mirage would otherwise be 4 ADD).
superfly,superfly,superfly,canonical_db,freestyle_tricks,superfly,canonical_active,5,,,,,,,,,,,,,,,,,,,,SUPERFLY,jobs_notation,,,,,5,ifpa_canonical,,,,,Symposium-modified barfly.
surge,surge,surge,canonical_db,freestyle_tricks,surge,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Surging-modified paradox mirage.
surgery,surgery,surgery,canonical_db,freestyle_tricks,surgery,canonical_active,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,ifpa_canonical,,,,,Surging-modified symposium reverse-whirl.
surging,surging,surging,canonical_db,freestyle_tricks,surging,canonical_active,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,ifpa_canonical,,,,,Surging primitive (decomposes informally as spinning + stepping; not modeled as a structural compound — see review note).
surreal,surreal,surreal,canonical_db,freestyle_tricks,surreal,canonical_active,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,ifpa_canonical,,,,,Surging-modified paradox whirl.
swirl,swirl,swirl,canonical_db,freestyle_tricks,swirl,canonical_active,3,,,,,,,,,,,,,,,,,,,,SWIRL,jobs_notation,,,,,3,ifpa_canonical,,,,,Reverse-direction rotational dex; anchor of the swirl family.
symposium,symposium,symposium,canonical_db,freestyle_tricks,symposium,canonical_active,,,,,,,,,,,,,,,,,,,,,,,,,,,,ifpa_canonical,,,,,body modifier; +1 ADD universally
symposium-mirage,symposium-mirage,symposium mirage,canonical_db,freestyle_tricks,symposium-mirage,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,Symposium-modified mirage.
symposium-whirl,symposium-whirl,symposium whirl,canonical_db,freestyle_tricks,symposium-whirl,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Symposium-modified whirl.
tap,tap,tap,canonical_db,freestyle_tricks,tap,canonical_active,3,,,,,,,,,,,,,,,,,,,,TAPPING MIRAGE,jobs_notation,TOE > OP OUT [DEX] >> SAME IN [DEX] > OP TOE [DEL],canonical_brackets,,,3,ifpa_canonical,,,,,Tapping-modified mirage.
tapdown,tapdown,tapdown,canonical_db,freestyle_tricks,tapdown,canonical_active,4,,,,,,,,,,,,,,,,,,,,TAPPING BUTTERFLY,jobs_notation,,,,,4,ifpa_canonical,,,,,Tapping-modifier butterfly.
tapping,tapping,tapping,canonical_db,freestyle_tricks,tapping,canonical_active,,,,,,,,,,,,,,,,,,,,,,,,,,,,ifpa_canonical,,,,,body modifier; +1 ADD universally
tapping-whirl,tapping-whirl,tapping whirl,canonical_db,freestyle_tricks,tapping-whirl,canonical_active,4,,,,,,,,,,,,,,,,,,,,TAPPING WHIRL,jobs_notation,,,,,4,ifpa_canonical,,,,,Tapping-modified whirl.
terrage,terrage,terrage,canonical_db,freestyle_tricks,terrage,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Standalone trick; terrage is its own mechanical family parallel to barrage (e.g. Terraging Leg Over).
terraging,terraging,terraging,canonical_db,freestyle_tricks,terraging,canonical_active,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,ifpa_canonical,,,,,Body modifier; +3 ADD contribution.
toe-stall,toe-stall,toe stall,canonical_db,freestyle_tricks,toe-stall,canonical_active,1,,,,,,,,,,,,,,,,,,,,TOE STALL,jobs_notation,[set] > toe,canonical_brackets,,,1,ifpa_canonical,,,,,Toe-based delay surface.
tomahawk,tomahawk,tomahawk,canonical_db,freestyle_tricks,tomahawk,canonical_active,5,,,,,,,,,,,,,,,,,,,,DUCKING PARADOX WHIRL,jobs_notation,,,,,5,ifpa_canonical,,,,,Ducking-modified paradox whirl.
tombstone,tombstone,tombstone,canonical_db,freestyle_tricks,tombstone,canonical_active,4,,,,,,,,,,,,,,,,,,,,STEPPING DRIFTER,jobs_notation,,,,,4,ifpa_canonical,,,,,Stepping-modified drifter.
torque,torque,torque,canonical_db,freestyle_tricks,torque,canonical_active,4,,,,,,,,,,,,,,,,,,,,TORQUE,jobs_notation,,,,,4,ifpa_canonical,,,,,Mirage variation of an osis.
tripwalk,tripwalk,tripwalk,canonical_db,freestyle_tricks,tripwalk,canonical_active,4,,,,,,,,,,,,,,,,,,,,QUANTUM BUTTERFLY,jobs_notation,TOE > OP IN [DEX] >> OP OUT [DEX] > OP CLIP [XBD] [DEL],canonical_brackets,,,4,ifpa_canonical,,,,,Quantum-modifier butterfly.
venom,venom,venom,canonical_db,freestyle_tricks,venom,canonical_active,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,ifpa_canonical,,,,,Surging-modified barfly.
vortex,vortex,vortex,canonical_db,freestyle_tricks,vortex,canonical_active,4,,,,,,,,,,,,,,,,,,,,VORTEX,jobs_notation,,,,,4,ifpa_canonical,,,,,Gyro-modified drifter.
walk-over,walk-over,walk over,canonical_db,freestyle_tricks,walk-over,canonical_active,2,,,,,,,,,,,,,,,,,,,,WALK OVER,jobs_notation,,,,,2,ifpa_canonical,,,,,Stepping leg-over motion.
whirl,whirl,whirl,canonical_db,freestyle_tricks,whirl,canonical_active,3,,,,,,,,,,,,,,,,,,,,WHIRL,jobs_notation,,,,,3,ifpa_canonical,,,,,Rotational body-spin dex; anchor of the whirl family.
whirling-swirl,whirling-swirl,whirling swirl,canonical_db,freestyle_tricks,whirling-swirl,canonical_active,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,ifpa_canonical,,,,,Whirl-modified swirl.
witchdoctor,witchdoctor,witchdoctor,canonical_db,freestyle_tricks,witchdoctor,canonical_active,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,ifpa_canonical,,,,,Atomic + symposium + mirage (4 ADD).
anonymous,anonymous,Anonymous,observational_ts,emerging_vocabulary,anonymous,observational,,,,,,,,,,,,,Spinning far Miraging Symp. Miraging Refraction,,,,,,,,Spinning far Miraging Symp. Miraging Refraction,observational_reading,Spinning far Miraging Symp. Miraging Refraction,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
big-orange,big-orange,Big Orange,observational_ts,emerging_vocabulary,big-orange,observational,,,,,,,,,,,,,Spinning near Symp. Flux | Rev. Big Apple,,,,,,,,Spinning near Symp. Flux,observational_reading,Spinning near Symp. Flux,natural_prose,,,1,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
bladerunner,bladerunner,Bladerunner,observational_ts,emerging_vocabulary,bladerunner,observational,,,,,,,,,,,,,Atomic far Eggbeater | Atomic Eggbeater,,,,,,,,Atomic far Eggbeater,observational_reading,Atomic far Eggbeater,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
bling-blang,bling-blang,Bling Blang,observational_ts,emerging_vocabulary,bling-blang,observational,,,,,,,,,,,,,(uptime) Whirling near Whip,,,,,,,,(uptime) Whirling near Whip,observational_reading,(uptime) Whirling near Whip,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
blurrier,blurrier,Blurrier,observational_ts,emerging_vocabulary,blurrier,observational,,,,,,,,,,,,,Stepping near Double Down,,,,,,,,Stepping near Double Down,observational_reading,Stepping near Double Down,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
cold-fusion,cold-fusion,Cold Fusion,observational_ts,emerging_vocabulary,cold-fusion,observational,,,,,,,,,,,,,Nuclear far Double Down | Pdx. Fusion,,,,,,,,Nuclear far Double Down,observational_reading,Nuclear far Double Down,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
colossus,colossus,Colossus,observational_ts,emerging_vocabulary,colossus,observational,,,,,,,,,,,,,Spinning Diving near Symp. Whirl,,,,,,,,Spinning Diving near Symp. Whirl,observational_reading,Spinning Diving near Symp. Whirl,natural_prose,,,1,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
darkwalk,darkwalk,Darkwalk,observational_ts,emerging_vocabulary,darkwalk,observational,,,,,,,,,,,,,Pixie Diving near Butterfly,,,,,,,,Pixie Diving near Butterfly,observational_reading,Pixie Diving near Butterfly,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
dimmier,dimmier,Dimmier,observational_ts,emerging_vocabulary,dimmier,observational,,,,,,,,,,,,,Pixie near Double Down,,,,,,,,Pixie near Double Down,observational_reading,Pixie near Double Down,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
dimmiest,dimmiest,Dimmiest,observational_ts,emerging_vocabulary,dimmiest,observational,,,,,,,,,,,,,Pixie far Double Down,,,,,,,,Pixie far Double Down,observational_reading,Pixie far Double Down,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
flare,flare,Flare,observational_ts,emerging_vocabulary,flare,observational,,,,,,,,,,,,,Symp. Whirling far Mirage,,,,,,,,Symp. Whirling far Mirage,observational_reading,Symp. Whirling far Mirage,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
flurricane,flurricane,Flurricane,observational_ts,emerging_vocabulary,flurricane,observational,,,,,,,,,,,,,Gyro Flurry,,,,,,,,Gyro Flurry,observational_reading,Gyro Flurry,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
gary-coleman,gary-coleman,Gary Coleman,observational_ts,emerging_vocabulary,gary-coleman,observational,,,,,,,,,,,,,BS Reactor | Atomic far Symp. Whirl,,,,,,,,BS Reactor,observational_reading,BS Reactor,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
gdlo,gdlo,GDLO,observational_ts,emerging_vocabulary,gdlo,observational,,,,,,,,,,,,,Gyro DLO,,,,,,,,Gyro DLO,observational_reading,Gyro DLO,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
ghost,ghost,Ghost,observational_ts,emerging_vocabulary,ghost,observational,,,,,,,,,,,,,Whirling Rake,,,,,,,,Whirling Rake,observational_reading,Whirling Rake,natural_prose,,,,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
golden-shower,golden-shower,Golden Shower,observational_ts,emerging_vocabulary,golden-shower,observational,,,,,,,,,,,,,Stepping Ducking far Symp. Eggbeater,,,,,,,,Stepping Ducking far Symp. Eggbeater,observational_reading,Stepping Ducking far Symp. Eggbeater,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
goliath,goliath,Goliath,observational_ts,emerging_vocabulary,goliath,observational,,,,,,,,,,,,,Pixie Ducking far DLO | Alpine Smog,,,,,,,,Pixie Ducking far DLO,observational_reading,Pixie Ducking far DLO,natural_prose,,,3,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
green-eggs-and-ham,green-eggs-and-ham,Green Eggs and Ham,observational_ts,emerging_vocabulary,green-eggs-and-ham,observational,,,,,,,,,,,,,Stepping Ducking far Swivel,,,,,,,,Stepping Ducking far Swivel,observational_reading,Stepping Ducking far Swivel,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
gybas,gybas,GYBAS,observational_ts,emerging_vocabulary,gybas,observational,,,,,,,,,,,,,Stepping far Dyno,,,,,,,,Stepping far Dyno,observational_reading,Stepping far Dyno,natural_prose,,,2,passback_observational_claim,,,,,source_label=passback; citation=PassBack dictionary (passback-dicrionary.txt)
