slug,field,old_value,new_value,source_note
montage,short_description,,"A 7-ADD whirl compound: ducking, paradox, symposium, and spinning all layered onto the whirl base in a single continuous rotation.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
montage,execution_summary,,"Begin from a clipper set with the supporting leg planted under the bag. The whirl rotation carries the body around the planted leg while the body simultaneously holds the symposium body line, the paradox same-side reset, and the ducking head-low compression. The body-spin (spinning) completes the figure as the bag returns to the clipper position.

The four modifiers are composed onto the whirl frame, not sequenced. Difficulty comes from holding all four body positions through one continuous rotation rather than chaining them.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
montage,learning_notes,,"Most practitioners reach montage after each of its constituents (ducking-whirl, paradox-whirl, symposium-whirl, spinning-whirl) is clean in isolation. The symposium body line combined with the ducking head-low compression is the load-bearing junction; if either drifts, the spinning rotation tends to flatten and the paradox reset is lost. Practice the body posture before adding rotation.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
montage,prerequisite_notes,,"Confident execution of the 4-ADD whirl compounds (ducking-whirl, paradox-whirl, symposium-whirl) is the natural prerequisite. Spinning-whirl at 5 ADD introduces the body-spin component that montage rides on top of.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
matador,short_description,,A 5-ADD butterfly compound: nuclear's paradox-atomic +2 weighting layered onto the butterfly base.,UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
matador,execution_summary,,"From a clipper set, body opens with a same-side out kick carrying both dex and paradox direction. Body completes with an opposite-side out kick and lands cross-body in a clipper delay. The nuclear modifier is what makes this a 5-ADD trick rather than a 4-ADD same-out-then-op-out butterfly: nuclear's +2 ADD comes from the paradox-atomic body weighting that the same-out kick carries explicitly.

Operationally the trick is four steps: clipper start, same-out (dex)(pdx), op-out (dex), op-clip cross-body delay.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
matador,learning_notes,,Nuclear's +2 ADD weighting reflects the paradox-atomic body commitment. The most common miss is the same-out paradox: practitioners reach for the kick without committing the body direction first. The paradox marker in the operational notation is where the +2 anchors -- ensure body weight is committed before the dex.,UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
matador,prerequisite_notes,,Comfortable execution of any 4-ADD butterfly compound is the natural entry point. Atomic-butterfly (4 ADD) shares the most body mechanics with Matador. Nuclear's +2 ADD weight (the paradox-atomic body commitment) is what carries the trick from 4 to 5 ADD.,UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
mind-bender,short_description,,A 6-ADD blender compound: ducking and paradox layered onto the Whirling-Osis rotational base.,UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
mind-bender,execution_summary,,"From a clipper set, drop into a ducking body compression, then execute a same-side front whirl with both dex and paradox direction. Body reverses to a back-facing spin, then lands cross-body in a same-side clipper delay. Five operational steps: clip, duck, same-front-whirl (dex)(pdx), (back)-spin (bod), same-clip cross-body.

The blender base (transitively Whirling Osis) carries 4 ADD; ducking + paradox add 2 more. The (front) and (back) annotations in the operational notation track the body orientation across the spin transition -- this is the load-bearing rotational signature of the blender family.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
mind-bender,learning_notes,,"Pairs naturally with Spender (Spinning + Paradox + Blender; also 6 ADD). Both are 6-ADD blender compounds; both carry paradox; the difference is body-modifier: Spender carries spinning (body rotation), Mind Bender carries ducking (body compression). Compare the two side-by-side for cross-modifier feel.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
mind-bender,prerequisite_notes,,"Comfortable execution of blender (4 ADD) and paradox-blender (5 ADD) is the natural entry point. The ducking modifier should be solid on a separate base (ducking-whirl, ducking-butterfly) before attempting Mind Bender. Spender is the natural same-tier sibling to study alongside.",UX3b1 schema-backed prose backfill 2026-05-11: migrate from UX2_PILOT_RAW service-layer constant into freestyle_tricks columns.
pendulum,notation,,PENDULUM,Curator-provided 2026-05-14 NR-1B: sui-generis primitive; self-token notation matches body-stall sibling pattern (head-stall=HEAD STALL etc.)
pendulum,operational_notation,[DEL] [DEX],TOE SWING (SET) > (contact),"Curator ruling: pendulum is the only trick with an arbitrary final surface, so the terminal renders as an open (contact) rather than a fixed stall. Swing-element form; ADD = swing(1) + contact(1) = 2 (swing-element exception, parallel to rake). The toe-swing is the entry set; the terminal contact can land on any surface."
squeeze,notation,,SQUEEZE,Curator-provided 2026-05-14 NR-1B: sui-generis primitive; self-token notation matches body-stall sibling pattern.
squeeze,operational_notation,,[UNS] [DEL],"Curator-provided 2026-05-14 NR-1B: execution-mechanics tags from source description (crook-of-knee delay). [UNS] is curator-introduced flag preserved verbatim; not in existing op-notation taxonomy. Source: Red pt7 2026-05-04 plus curator narrative."
inside-stall,operational_notation,,SET > SAME INSIDE [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall ([set] > toe) and clipper-stall ([set] > clipper). Unambiguous surface naming; no Red dependency.
outside-stall,operational_notation,,SET > SAME OUTSIDE [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
sole-stall,operational_notation,,SET > SAME SOLE [UNS] [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
knee-stall,operational_notation,,SET > SAME KNEE [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
neck-stall,operational_notation,,SET > SAME NECK [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
head-stall,operational_notation,,SET > SAME HEAD [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
heel-stall,operational_notation,,SET > SAME HEEL [UNS] [DEL],Heel is an unusual surface, so the stall carries a [UNS] tag on top of the delay; 2 brackets ([UNS] [DEL]) match 2 ADD.
forehead-stall,operational_notation,,SET > SAME FOREHEAD [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
shoulder-stall,operational_notation,,SET > SAME SHOULDER [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
cloud-stall,operational_notation,,SET > SAME CLOUD [UNS] [DEL],Pre-Red completion sweep 2026-05-16: surface-stall op-notation fill; matches sibling pattern of toe-stall and clipper-stall. Unambiguous surface naming; no Red dependency.
sole-kick,operational_notation,,SET > SAME SOLE [UNS] [KICK],Slice X corrective 2026-05-17: kick op-notation ends explicitly with 'kick' (kicks differ from stalls; stalls leave the surface name implicit; kicks name the motion). Supersedes the 2026-05-16 sole-kick sibling-to-stalls reading.
cloud-kick,operational_notation,,SET > SAME CLOUD [UNS] [KICK],Slice X corrective 2026-05-17: kick op-notation ends explicitly with 'kick' (kicks differ from stalls; stalls leave the surface name implicit; kicks name the motion). Supersedes the 2026-05-16 cloud-kick sibling-to-stalls reading.
mantis,trick_family,eggbeater,legover,Path B family-inheritance fix 2026-05-17: loader-19 defaults trick_family=base_trick. Eggbeater is itself a legover-family compound (per Slice M); gyro-eggbeater (mantis) therefore belongs to legover. Pigbeater precedent.
nova,trick_family,double-leg-over,legover,Path B family-inheritance fix 2026-05-17: loader-19 defaults trick_family=base_trick. DLO is itself a legover-family compound (per Slice M); symposium-DLO (nova) therefore belongs to legover. Pigbeater precedent.
toe-stall,operational_notation,,[set] > toe,Slice X core-atom op-notation fill 2026-05-17: stall op-notation leaves surface name implicit (sibling pattern: forehead-stall=[set] > forehead, heel-stall=[set] > heel). Curator-authoritative core atom.
clipper-stall,operational_notation,,[set] > clipper,Slice X core-atom op-notation fill 2026-05-17: stall op-notation leaves surface name implicit; matches forehead/heel sibling pattern. Curator-authoritative core atom; bare 'clipper' references this stall (CORE-ATOM-CANONICAL-RECONCILE-1).
knee-clipper,notation,,KNEE CLIPPER,JOB per mechanical uppercase rule; knee clipper is a flying clipper (a jump-kick), not a stall, so the compact form mirrors FLYING CLIPPER / TOE CLIPPER.
knee-clipper,operational_notation,,SET > SAME/OP KNEE CLIP [BOD] [XBD],Flying-clipper op-notation: a jump (BOD) into a cross-body knee clip (XBD); 2 brackets match 2 ADD. The knee-surface sibling of flying-clipper and toe-clipper, not a stall.
cross-body-sole-stall,notation,,CROSS-BODY SOLE STALL,Workbook governance gate 2026-05-19: 3-ADD surface stall (cross-body sole). Matches surface-stall compact-notation convention.
cross-body-sole-stall,operational_notation,,SET > SAME SOLE [XBD] [UNS] [DEL],Workbook governance gate 2026-05-19: cross-body sole stall = sole-surface stall + cross-body. Operational mirror of sole-stall ([set] > sole) with [xbd] flag for the cross-body element.
paradon,operational_notation,,TOE > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL],Down-grid correction: Paradon is the toe-set other-leg cell; core dexes normalized to OP OUT > OP OUT per the four-cell Down doctrine. Bracket/ADD count unchanged (4).
high-plains-drifter,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Curator ruling: lead dex corrected SAME IN to OP IN so the row preserves drifter's base OP IN lead relationship; this matches the footbag.org source (jobs CLIP > OP IN [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL]) and the toe-set sibling toe-double-drifter. High-plains-drifter (clipper set) and toe-double-drifter (toe set) are the two set-surface cells of one double-drifter structure; names terminal and 4 ADD unchanged (4 flags). Supersedes the earlier derivation from the paradox sibling that flattened the lead to SAME IN.
barrage,operational_notation,,CLIP > SAME IN [DEX] > SAME IN [DEX] > OP TOE [DEL],Workbook governance gate 2026-05-19: operational notation derived from paradoxMoves.txt source (Paradox Barrage = CLIP > SAME IN [PDX] [DEX] > SAME IN [DEX] > OP TOE [DEL]) minus the [PDX] flag. 3 ADD = 3 flags. Structurally barrage = barraging-element + toe-terminal.
barraging-osis,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL],Workbook governance gate 2026-05-19: operational notation from Red 2026-05-15 ruling 'Baroque (Barraging Osis) = Two dexes + Osis = 5'. Structurally = barraging segment (2 dex) + osis segment (back-spin + clipper terminal). 5 ADD = 5 flags. DB alias 'baroque' preserved.
witchdoctor,adds,4,5,"Red 2026-05-20 adjudication: Atomic Mirage already 4 (Atom Smasher canonical); Witchdoctor = Atomic Mirage(4) + Symposium(+1) = 5 ADD. Supersedes the prior 4-ADD reading derived from flat atomic(+1)+symposium(+1)+mirage(2)."
flying-inside,operational_notation,,FLYING [BOD] > SAME INSIDE,"James curator clarification 2026-05-22: flying is the ADD-contributing operator (flying(1) = 1 ADD); the terminal action is the inside contact/surface. Operator-first chain form (flying > inside) matches the movement decomposition + the ADD source + the project's operator-chain style. NOT a kick/contact reading."
flying-outside,operational_notation,,FLYING [BOD] > SAME OUTSIDE,"James curator clarification 2026-05-22: flying is the ADD-contributing operator (flying(1) = 1 ADD); the terminal action is the outside contact/surface. Operator-first chain form (flying > outside) matches the movement decomposition + the ADD source + the project's operator-chain style. NOT a kick/contact reading."
double-knee,operational_notation,,DOUBLE KNEE [BOD],"James curator clarification 2026-05-22: double-knee is sui-generis with self-token JOB notation (no [set] > prefix); mirrors pendulum's sui-generis self-token pattern. flying as the 1-ADD-contributing mechanic (flying(1) = 1 ADD)."
peak-delay,operational_notation,,SET > SAME PEAK [DEL],"James curator clarification 2026-05-22: peak-delay treated as folk-name surface stall; 'peak' = rim of a ballcap (community folk reference, intentionally lightweight; not anatomical surface ontology). Mirrors sibling surface-stall pattern toe-stall ([set] > toe), forehead-stall ([set] > forehead). stall(1) = 1 ADD. Closes red-correction-pt6.txt line 44 (peak delay queued alongside head stall + shoulder delay)."
forehead-stall,notation,,FOREHEAD STALL,"Foundational-band promotion 2026-05-22: notation back-fill mirroring TOE STALL / HEEL STALL / INSIDE STALL / OUTSIDE STALL / HEAD STALL pattern (red_corrections lines 27-31). H2 gate for first-class promotion."
neck-stall,notation,,NECK STALL,"Foundational-band promotion 2026-05-22: notation back-fill mirroring sibling surface-stall pattern. H2 gate for first-class promotion."
knee-stall,notation,,KNEE STALL,"Foundational-band promotion 2026-05-22: notation back-fill mirroring sibling surface-stall pattern. H2 gate for first-class promotion."
shoulder-stall,notation,,SHOULDER STALL,"Foundational-band promotion 2026-05-22: notation back-fill mirroring sibling surface-stall pattern. H2 gate for first-class promotion."
peak-delay,notation,,PEAK DELAY,"Foundational-band promotion 2026-05-22: notation back-fill in canonical-name uppercase form (folk-surface stall; 'peak' = rim of ballcap). H2 gate for first-class promotion."
double-knee,notation,,DOUBLE KNEE,"Foundational-band promotion 2026-05-22: notation back-fill in canonical-name uppercase form. H2 gate for first-class promotion. Sui-generis self-token primitive; renderer exempts this slug from the tautological-JOB guard via SUI_GENERIS_SELF_TOKEN_SLUGS so the curator-locked self-token JOB renders honestly."
guay,notation,,GUAY,"Curator resolution 2026-05-22: 2-ADD foundational dex primitive (sibling to pickup/legover/illusion/mirage). H2 gate fill. Released from DOCTRINE_BLOCKED_SLUGS curator_hold in the same slice."
