"name","slug","source_corpus","ecosystem","deferral_bucket","failure_class","doctrine_confidence","reason"
"Fairy Gyro DLO (Wentletrap)","fairy-gyro-dlo-wentletrap","stanford","fairy","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Gyro Symposium Mirage (Backside Torus)","fairy-gyro-symposium-mirage-backside-torus","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Gyro Symposium Torque (Genuphobia)","fairy-gyro-symposium-torque-genuphobia","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Gyro Torque (Phobia)","fairy-gyro-torque-phobia","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Illusion (Fudge)","fairy-illusion-fudge","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Legover / Toe ss Eggbeater","fairy-legover-toe-ss-eggbeater","passback","fairy","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Merkon (Fairy Spinning Legover)","fairy-merkon-fairy-spinning-legover","fborg","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy near Pickup","fairy-near-pickup","passback","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-pickup' — collapse, not a new trick"
"Fairy Same Side Mirage","fairy-same-side-mirage","fborg","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-mirage' — collapse, not a new trick"
"Fairy Spinning Double Down (Fairy Tail)","fairy-spinning-double-down-fairy-tail","stanford","fairy","alias-collapse","ambiguous-terminal-mechanic","policy-dependent","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Spinning Legover (Fairy Merkon)","fairy-spinning-legover-fairy-merkon","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy ss Barrage","fairy-ss-barrage","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-barrage' — collapse, not a new trick"
"Fairy ss Blender","fairy-ss-blender","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-blender' — collapse, not a new trick"
"Fairy ss Butterfly (Park Avenue)","fairy-ss-butterfly-park-avenue","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy ss Clipper","fairy-ss-clipper","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-clipper' — collapse, not a new trick"
"Fairy ss DLO (Glaucoma)","fairy-ss-dlo-glaucoma","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-double-leg-over' — collapse, not a new trick"
"Fairy ss Double Pickup","fairy-ss-double-pickup","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-double-pickup' — collapse, not a new trick"
"Fairy ss Drifter (Casket)","fairy-ss-drifter-casket","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy ss Dyno","fairy-ss-dyno","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-dyno' — collapse, not a new trick"
"Fairy ss Eggbeater","fairy-ss-eggbeater","footbagmoves","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-eggbeater' — collapse, not a new trick"
"Fairy ss Eggbeater (Flaming Homer)","fairy-ss-eggbeater-flaming-homer","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-eggbeater' — collapse, not a new trick"
"Fairy ss Legover","fairy-ss-legover","passback","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-legover' — collapse, not a new trick"
"Fairy ss Mirage","fairy-ss-mirage","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-mirage' — collapse, not a new trick"
"Fairy ss Osis","fairy-ss-osis","footbagmoves","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-osis' — collapse, not a new trick"
"Fairy ss Pickup (Nallegam)","fairy-ss-pickup-nallegam","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-pickup' — collapse, not a new trick"
"Fairy ss Swirl","fairy-ss-swirl","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-swirl' — collapse, not a new trick"
"Fairy ss Symposium Mirage","fairy-ss-symposium-mirage","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-symposium-mirage' — collapse, not a new trick"
"Fairy ss Symposium Whirl","fairy-ss-symposium-whirl","stanford","fairy","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'fairy-symposium-whirl' — collapse, not a new trick"
"Fairy ss Torque (Muerto)","fairy-ss-torque-muerto","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy ss XBD Rake (Swish)","fairy-ss-xbd-rake-swish","stanford","fairy","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy Whirl (Feral)","fairy-whirl-feral","stanford","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fairy XBD Rake (Freak)","fairy-xbd-rake-freak","stanford","fairy","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fear (Fairy Mirage)","fear-fairy-mirage","fborg","fairy","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Finchy (Pinching Fairy set)","finchy-pinching-fairy-set","fborg","fairy","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Flog (Fairy Double Legover)","flog-fairy-double-legover","fborg","fairy","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Fudge (Fairy Illusion)","fudge-fairy-illusion","fborg","fairy","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Reverse Magellan (Fairy Same Pickup)","reverse-magellan-fairy-same-pickup","fborg","fairy","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Smear>Fairy ss [Legover/Pickup]","smear-fairy-ss-legover-pickup","passback","fairy","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Arctic (frigidosis Pixie)","arctic-frigidosis-pixie","fborg","pixie","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Backside Symposium Smear (Pixie Symposium Mirage)","backside-symposium-smear-pixie-symposium-mirage","fborg","pixie","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Double Pixie (Terrage)","double-pixie-terrage","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Frantic (pixie-quantum)","frantic-pixie-quantum","fborg","pixie","alias-collapse","folk-name-opacity","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Butterfly Reverse Swirl (Dimwalk Reverse Swirl)","pixie-butterfly-reverse-swirl-dimwalk-reverse-swirl","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Butterfly Swirl (Dimwalk Swirl)","pixie-butterfly-swirl-dimwalk-swirl","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Butterfly Swivel (Dimwalk Swivel)","pixie-butterfly-swivel-dimwalk-swivel","stanford","pixie","alias-collapse","unknown-modifier-token","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Butterfly XBD Rake (Dimwalk Rake)","pixie-butterfly-xbd-rake-dimwalk-rake","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Diving Butterfly (Darkwalk)","pixie-diving-butterfly-darkwalk","stanford","pixie","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Diving Osis (Alpine Maverick)","pixie-diving-osis-alpine-maverick","stanford","pixie","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie DOD","pixie-dod","passback","pixie","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'pixie-double-over-down' — collapse, not a new trick"
"Pixie DOD (Dimmier)","pixie-dod-dimmier","stanford","pixie","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'pixie-double-over-down' — collapse, not a new trick"
"Pixie Ducking Butterfly (Phoenix)","pixie-ducking-butterfly-phoenix","stanford","pixie","alias-collapse","","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Ducking Butterfly Swirl (Phoenix Swirl)","pixie-ducking-butterfly-swirl-phoenix-swirl","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Ducking Butterfly XBD Rake (Phoenix Rake)","pixie-ducking-butterfly-xbd-rake-phoenix-rake","stanford","pixie","alias-collapse","ambiguous-terminal-mechanic","stable","Alias / compression candidate — collapse to canon, do not promote"
"Pixie Ducking DLO (Goliath)","pixie-ducking-dlo-goliath","stanford","pixie","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'pixie-ducking-double-leg-over' — collapse, not a new trick"
"Pixie Ducking far DLO","pixie-ducking-far-dlo","passback","pixie","alias-collapse","","stable","Positional/directional variant resolving to existing canonical 'pixie-ducking-double-leg-over' — collapse, not a new trick"
